Entity,Code,Year,Low-carbon energy (TWh growth – sub method)
Sweden,SWE,2018,-5.89
Sweden,SWE,2019,15.932
Switzerland,CHE,1966,9.504
Switzerland,CHE,1967,6.477
Switzerland,CHE,1968,-0.93
Switzerland,CHE,1969,-2.042
Switzerland,CHE,1970,5.996
Switzerland,CHE,1971,-1.4
Switzerland,CHE,1972,-6.557
Switzerland,CHE,1973,13.396
Switzerland,CHE,1974,5.613
Switzerland,CHE,1975,14.109
Switzerland,CHE,1976,-17.246
Switzerland,CHE,1977,25.599
Switzerland,CHE,1978,-8.195
Switzerland,CHE,1979,4.786
Switzerland,CHE,1980,17.196
Switzerland,CHE,1981,8.123
Switzerland,CHE,1982,1.676
Switzerland,CHE,1983,-0.904
Switzerland,CHE,1984,-6.85
Switzerland,CHE,1985,16.987
Switzerland,CHE,1986,2.693
Switzerland,CHE,1987,6.226
Switzerland,CHE,1988,2.536
Switzerland,CHE,1989,-16.558
Switzerland,CHE,1990,2.021
Switzerland,CHE,1991,4.454
Switzerland,CHE,1992,3.236
Switzerland,CHE,1993,8.299
Switzerland,CHE,1994,12.102
Switzerland,CHE,1995,-9.299
Switzerland,CHE,1996,-17.045
Switzerland,CHE,1997,15.58
Switzerland,CHE,1998,-0.334
Switzerland,CHE,1999,15.848
Switzerland,CHE,2000,-4.402
Switzerland,CHE,2001,12.352
Switzerland,CHE,2002,-16.841
Switzerland,CHE,2003,-1.462
Switzerland,CHE,2004,-5.153
Switzerland,CHE,2005,-17.361
Switzerland,CHE,2006,10.575
Switzerland,CHE,2007,10.813
Switzerland,CHE,2008,0.587
Switzerland,CHE,2009,-1.856
Switzerland,CHE,2010,-2.415
Switzerland,CHE,2011,-8.992
Switzerland,CHE,2012,12.496
Switzerland,CHE,2013,0.759
Switzerland,CHE,2014,2.971
Switzerland,CHE,2015,-11.313
Switzerland,CHE,2016,-14.178
Switzerland,CHE,2017,-2.925
Switzerland,CHE,2018,10.644
Switzerland,CHE,2019,-3.11
Taiwan,TWN,1966,0.208
Taiwan,TWN,1967,-0.075
Taiwan,TWN,1968,3.417
Taiwan,TWN,1969,-2.256
Taiwan,TWN,1970,-0.519
Taiwan,TWN,1971,0.628
Taiwan,TWN,1972,1.514
Taiwan,TWN,1973,-0.658
Taiwan,TWN,1974,3.628
Taiwan,TWN,1975,1.544
Taiwan,TWN,1976,-2.719
Taiwan,TWN,1977,-0.444
Taiwan,TWN,1978,9.761
Taiwan,TWN,1979,9.056
Taiwan,TWN,1980,0.636
Taiwan,TWN,1981,12.039
Taiwan,TWN,1982,6.708
Taiwan,TWN,1983,16.729
Taiwan,TWN,1984,14.116
Taiwan,TWN,1985,15.981
Taiwan,TWN,1986,-4.599
Taiwan,TWN,1987,15.458
Taiwan,TWN,1988,-9.2
Taiwan,TWN,1989,-5.198
Taiwan,TWN,1990,17.046
Taiwan,TWN,1991,-0.153
Taiwan,TWN,1992,3.565
Taiwan,TWN,1993,-5.542
Taiwan,TWN,1994,4.142
Taiwan,TWN,1995,0.985
Taiwan,TWN,1996,6.817
Taiwan,TWN,1997,-3.03
Taiwan,TWN,1998,4.468
Taiwan,TWN,1999,1.601
Taiwan,TWN,2000,-0.271
Taiwan,TWN,2001,-6.78
Taiwan,TWN,2002,5.065
Taiwan,TWN,2003,-1.685
Taiwan,TWN,2004,1.498
Taiwan,TWN,2005,2.802
Taiwan,TWN,2006,-0.277
Taiwan,TWN,2007,2.405
Taiwan,TWN,2008,-0.094
Taiwan,TWN,2009,0.068
Taiwan,TWN,2010,1.435
Taiwan,TWN,2011,1.314
Taiwan,TWN,2012,-0.781
Taiwan,TWN,2013,2.737
Taiwan,TWN,2014,-1.315
Taiwan,TWN,2015,-14.405
Taiwan,TWN,2016,-7.125
Taiwan,TWN,2017,-24.512
Taiwan,TWN,2018,12.858
Taiwan,TWN,2019,17.805
Thailand,THA,1966,0.619
Thailand,THA,1967,0.844
Thailand,THA,1968,0.103
Thailand,THA,1969,-0.997
Thailand,THA,1970,2.058
Thailand,THA,1971,0.725
Thailand,THA,1972,-0.889
Thailand,THA,1973,0.422
Thailand,THA,1974,1.606
Thailand,THA,1975,2.614
Thailand,THA,1976,0.661
Thailand,THA,1977,-1.033
Thailand,THA,1978,-3.208
Thailand,THA,1979,3.203
Thailand,THA,1980,-5.528
Thailand,THA,1981,4.725
Thailand,THA,1982,2.394
Thailand,THA,1983,-0.489
Thailand,THA,1984,1.169
Thailand,THA,1985,-1.083
Thailand,THA,1986,5.113
Thailand,THA,1987,-4.085
Thailand,THA,1988,-0.869
Thailand,THA,1989,4.96
Thailand,THA,1990,-1.691
Thailand,THA,1991,-1.084
Thailand,THA,1992,-0.987
Thailand,THA,1993,-1.494
Thailand,THA,1994,2.257
Thailand,THA,1995,6.337
Thailand,THA,1996,1.907
Thailand,THA,1997,-0.185
Thailand,THA,1998,-5.437
Thailand,THA,1999,-4.281
Thailand,THA,2000,7.115
Thailand,THA,2001,0.925
Thailand,THA,2002,3.509
Thailand,THA,2003,0.729
Thailand,THA,2004,-2.005
Thailand,THA,2005,-0.322
Thailand,THA,2006,6.788
Thailand,THA,2007,1.927
Thailand,THA,2008,0.42
Thailand,THA,2009,2.05
Thailand,THA,2010,-1.185
Thailand,THA,2011,8.865
Thailand,THA,2012,6.601
Thailand,THA,2013,0.559
Thailand,THA,2014,6.909
Thailand,THA,2015,0.598
Thailand,THA,2016,5.91
Thailand,THA,2017,10.738
Thailand,THA,2018,16.08
Thailand,THA,2019,9.529
Trinidad and Tobago,TTO,1966,0
Trinidad and Tobago,TTO,1967,0
Trinidad and Tobago,TTO,1968,0
Trinidad and Tobago,TTO,1969,0
Trinidad and Tobago,TTO,1970,0
Trinidad and Tobago,TTO,1971,0.097
Trinidad and Tobago,TTO,1972,0
Trinidad and Tobago,TTO,1973,-0.017
Trinidad and Tobago,TTO,1974,-0.011
Trinidad and Tobago,TTO,1975,-0.006
Trinidad and Tobago,TTO,1976,-0.011
Trinidad and Tobago,TTO,1977,0.011
Trinidad and Tobago,TTO,1978,0.017
Trinidad and Tobago,TTO,1979,0
Trinidad and Tobago,TTO,1980,-0.008
Trinidad and Tobago,TTO,1981,-0.019
Trinidad and Tobago,TTO,1982,-0.003
Trinidad and Tobago,TTO,1983,-0.006
Trinidad and Tobago,TTO,1984,-0.008
Trinidad and Tobago,TTO,1985,0.011
Trinidad and Tobago,TTO,1986,0.025
Trinidad and Tobago,TTO,1987,0.014
Trinidad and Tobago,TTO,1988,-0.011
Trinidad and Tobago,TTO,1989,-0.003
Trinidad and Tobago,TTO,1990,0.014
Trinidad and Tobago,TTO,1991,-0.017
Trinidad and Tobago,TTO,1992,0.014
Trinidad and Tobago,TTO,1993,-0.006
Trinidad and Tobago,TTO,1994,0.011
Trinidad and Tobago,TTO,1995,0.003
Trinidad and Tobago,TTO,1996,-0.044
Trinidad and Tobago,TTO,1997,0.003
Trinidad and Tobago,TTO,1998,0
Trinidad and Tobago,TTO,1999,0
Trinidad and Tobago,TTO,2000,0.006
Trinidad and Tobago,TTO,2001,0.026
Trinidad and Tobago,TTO,2002,-0.008
Trinidad and Tobago,TTO,2003,-0.037
Trinidad and Tobago,TTO,2004,0.031
Trinidad and Tobago,TTO,2005,-0.003
Trinidad and Tobago,TTO,2006,0.011
Trinidad and Tobago,TTO,2007,-0.019
Trinidad and Tobago,TTO,2008,0.003
Trinidad and Tobago,TTO,2009,-0.002
Trinidad and Tobago,TTO,2010,-0.049
Trinidad and Tobago,TTO,2011,0
Trinidad and Tobago,TTO,2012,0
Trinidad and Tobago,TTO,2013,0
Trinidad and Tobago,TTO,2014,0.001
Trinidad and Tobago,TTO,2015,0.002
Trinidad and Tobago,TTO,2016,0
Trinidad and Tobago,TTO,2017,0
Trinidad and Tobago,TTO,2018,-0.001
Trinidad and Tobago,TTO,2019,0
Turkey,TUR,1966,0.503
Turkey,TUR,1967,0.263
Turkey,TUR,1968,2.219
Turkey,TUR,1969,0.748
Turkey,TUR,1970,-1.178
Turkey,TUR,1971,-1.185
Turkey,TUR,1972,1.686
Turkey,TUR,1973,-1.608
Turkey,TUR,1974,2.118
Turkey,TUR,1975,7.113
Turkey,TUR,1976,6.701
Turkey,TUR,1977,0.707
Turkey,TUR,1978,1.893
Turkey,TUR,1979,2.673
Turkey,TUR,1980,2.918
Turkey,TUR,1981,3.45
Turkey,TUR,1982,4.002
Turkey,TUR,1983,-7.844
Turkey,TUR,1984,5.849
Turkey,TUR,1985,-3.882
Turkey,TUR,1986,-0.374
Turkey,TUR,1987,18.776
Turkey,TUR,1988,28.729
Turkey,TUR,1989,-30.599
Turkey,TUR,1990,14.515
Turkey,TUR,1991,-1.18
Turkey,TUR,1992,10.783
Turkey,TUR,1993,20.556
Turkey,TUR,1994,-9.358
Turkey,TUR,1995,14.259
Turkey,TUR,1996,13.57
Turkey,TUR,1997,-1.504
Turkey,TUR,1998,6.577
Turkey,TUR,1999,-21.246
Turkey,TUR,2000,-10.44
Turkey,TUR,2001,-19.349
Turkey,TUR,2002,25.945
Turkey,TUR,2003,3.74
Turkey,TUR,2004,28.489
Turkey,TUR,2005,-18.446
Turkey,TUR,2006,12.09
Turkey,TUR,2007,-22.168
Turkey,TUR,2008,-5.976
Turkey,TUR,2009,9.199
Turkey,TUR,2010,45.209
Turkey,TUR,2011,5.3
Turkey,TUR,2012,17.424
Turkey,TUR,2013,9.243
Turkey,TUR,2014,-43.302
Turkey,TUR,2015,77.699
Turkey,TUR,2016,15.311
Turkey,TUR,2017,-8.788
Turkey,TUR,2018,24.833
Turkey,TUR,2019,90.044
Turkmenistan,TKM,1986,0
Turkmenistan,TKM,1987,0
Turkmenistan,TKM,1988,0
Turkmenistan,TKM,1989,0
Turkmenistan,TKM,1990,0
Turkmenistan,TKM,1991,0
Turkmenistan,TKM,1992,0.003
Turkmenistan,TKM,1993,0.002
Turkmenistan,TKM,1994,-0.003
Turkmenistan,TKM,1995,0
Turkmenistan,TKM,1996,0.003
Turkmenistan,TKM,1997,0
Turkmenistan,TKM,1998,0.003
Turkmenistan,TKM,1999,-0.003
Turkmenistan,TKM,2000,-0.005
Turkmenistan,TKM,2001,0
Turkmenistan,TKM,2002,0
Turkmenistan,TKM,2003,0
Turkmenistan,TKM,2004,0
Turkmenistan,TKM,2005,0
Turkmenistan,TKM,2006,0
Turkmenistan,TKM,2007,0
Turkmenistan,TKM,2008,0
Turkmenistan,TKM,2009,0
Turkmenistan,TKM,2010,0
Turkmenistan,TKM,2011,0.001
Turkmenistan,TKM,2012,0.001
Turkmenistan,TKM,2013,0.002
Turkmenistan,TKM,2014,0.003
Turkmenistan,TKM,2015,0.005
Turkmenistan,TKM,2016,0.004
Turkmenistan,TKM,2017,0
Turkmenistan,TKM,2018,0
Turkmenistan,TKM,2019,0
Ukraine,UKR,1986,-29.598
Ukraine,UKR,1987,18.488
Ukraine,UKR,1988,66.426
Ukraine,UKR,1989,-20.243
Ukraine,UKR,1990,27.909
Ukraine,UKR,1991,0.411
Ukraine,UKR,1992,-14.467
Ukraine,UKR,1993,12.914
Ukraine,UKR,1994,-14.767
Ukraine,UKR,1995,-1.361
Ukraine,UKR,1996,21.481
Ukraine,UKR,1997,3
Ukraine,UKR,1998,4.7
Ukraine,UKR,1999,-12.747
Ukraine,UKR,2000,6.192
Ukraine,UKR,2001,-2.713
Ukraine,UKR,2002,-3.156
Ukraine,UKR,2003,6.731
Ukraine,UKR,2004,20.443
Ukraine,UKR,2005,4.626
Ukraine,UKR,2006,3.605
Ukraine,UKR,2007,-2.082
Ukraine,UKR,2008,-5.261
Ukraine,UKR,2009,-19.024
Ukraine,UKR,2010,18.026
Ukraine,UKR,2011,-4.473
Ukraine,UKR,2012,-1.783
Ukraine,UKR,2013,-9.377
Ukraine,UKR,2014,-0.914
Ukraine,UKR,2015,-11.174
Ukraine,UKR,2016,-12.793
Ukraine,UKR,2017,14.247
Ukraine,UKR,2018,0.834
Ukraine,UKR,2019,-7.006
United Arab Emirates,ARE,1966,0
United Arab Emirates,ARE,1967,0
United Arab Emirates,ARE,1968,0
United Arab Emirates,ARE,1969,0
United Arab Emirates,ARE,1970,0
United Arab Emirates,ARE,1971,0
United Arab Emirates,ARE,1972,0
United Arab Emirates,ARE,1973,0
United Arab Emirates,ARE,1974,0
United Arab Emirates,ARE,1975,0
United Arab Emirates,ARE,1976,0
United Arab Emirates,ARE,1977,0
United Arab Emirates,ARE,1978,0
United Arab Emirates,ARE,1979,0
United Arab Emirates,ARE,1980,0
United Arab Emirates,ARE,1981,0
United Arab Emirates,ARE,1982,0
United Arab Emirates,ARE,1983,0
United Arab Emirates,ARE,1984,0
United Arab Emirates,ARE,1985,0
United Arab Emirates,ARE,1986,0
United Arab Emirates,ARE,1987,0
United Arab Emirates,ARE,1988,0
United Arab Emirates,ARE,1989,0
United Arab Emirates,ARE,1990,0
United Arab Emirates,ARE,1991,0
United Arab Emirates,ARE,1992,0
United Arab Emirates,ARE,1993,0
United Arab Emirates,ARE,1994,0
United Arab Emirates,ARE,1995,0
United Arab Emirates,ARE,1996,0
United Arab Emirates,ARE,1997,0
United Arab Emirates,ARE,1998,0
United Arab Emirates,ARE,1999,0
United Arab Emirates,ARE,2000,0
United Arab Emirates,ARE,2001,0
United Arab Emirates,ARE,2002,0
United Arab Emirates,ARE,2003,0
United Arab Emirates,ARE,2004,0
United Arab Emirates,ARE,2005,0
United Arab Emirates,ARE,2006,0
United Arab Emirates,ARE,2007,0
United Arab Emirates,ARE,2008,0
United Arab Emirates,ARE,2009,0.017
United Arab Emirates,ARE,2010,0.031
United Arab Emirates,ARE,2011,0.006
United Arab Emirates,ARE,2012,0.009
United Arab Emirates,ARE,2013,0.16
United Arab Emirates,ARE,2014,0.585
United Arab Emirates,ARE,2015,-0.003
United Arab Emirates,ARE,2016,0.066
United Arab Emirates,ARE,2017,1.11
United Arab Emirates,ARE,2018,1.303
United Arab Emirates,ARE,2019,7.057
United Kingdom,GBR,1966,13.906
United Kingdom,GBR,1967,9.469
United Kingdom,GBR,1968,4.861
United Kingdom,GBR,1969,6.858
United Kingdom,GBR,1970,-5.092
United Kingdom,GBR,1971,1.036
United Kingdom,GBR,1972,5.083
United Kingdom,GBR,1973,-2.544
United Kingdom,GBR,1974,16.258
United Kingdom,GBR,1975,-9.756
United Kingdom,GBR,1976,18.097
United Kingdom,GBR,1977,9.122
United Kingdom,GBR,1978,-7.444
United Kingdom,GBR,1979,3.656
United Kingdom,GBR,1980,-4.539
United Kingdom,GBR,1981,3.919
United Kingdom,GBR,1982,17
United Kingdom,GBR,1983,16.544
United Kingdom,GBR,1984,11.256
United Kingdom,GBR,1985,18.151
United Kingdom,GBR,1986,-3.339
United Kingdom,GBR,1987,-12.288
United Kingdom,GBR,1988,24.769
United Kingdom,GBR,1989,22.694
United Kingdom,GBR,1990,-14.001
United Kingdom,GBR,1991,11.957
United Kingdom,GBR,1992,20.412
United Kingdom,GBR,1993,33.186
United Kingdom,GBR,1994,0.529
United Kingdom,GBR,1995,1.078
United Kingdom,GBR,1996,13.083
United Kingdom,GBR,1997,13.776
United Kingdom,GBR,1998,7.822
United Kingdom,GBR,1999,-9.406
United Kingdom,GBR,2000,-27.143
United Kingdom,GBR,2001,11.156
United Kingdom,GBR,2002,-3.572
United Kingdom,GBR,2003,-0.476
United Kingdom,GBR,2004,-15.895
United Kingdom,GBR,2005,10.924
United Kingdom,GBR,2006,-13.764
United Kingdom,GBR,2007,-28.401
United Kingdom,GBR,2008,-18.116
United Kingdom,GBR,2009,53.38
United Kingdom,GBR,2010,-15.254
United Kingdom,GBR,2011,38.747
United Kingdom,GBR,2012,15.658
United Kingdom,GBR,2013,30.917
United Kingdom,GBR,2014,11.111
United Kingdom,GBR,2015,59.688
United Kingdom,GBR,2016,0.993
United Kingdom,GBR,2017,33.043
United Kingdom,GBR,2018,16.28
United Kingdom,GBR,2019,3.667
United States,USA,1966,10.15
United States,USA,1967,82.064
United States,USA,1968,20.934
United States,USA,1969,83.411
United States,USA,1970,16.011
United States,USA,1971,100.745
United States,USA,1972,70.496
United States,USA,1973,88.19
United States,USA,1974,171.078
United States,USA,1975,166.361
United States,USA,1976,16.654
United States,USA,1977,-0.188
United States,USA,1978,245.769
United States,USA,1979,-60.23
United States,USA,1980,-20.235
United States,USA,1981,22.005
United States,USA,1982,162.995
United States,USA,1983,105.643
United States,USA,1984,84.584
United States,USA,1985,53.903
United States,USA,1986,122.355
United States,USA,1987,16.103
United States,USA,1988,133.821
United States,USA,1989,160.231
United States,USA,1990,231.475
United States,USA,1991,102.781
United States,USA,1992,-67.285
United States,USA,1993,62.78
United States,USA,1994,35.838
United States,USA,1995,233.36
United States,USA,1996,100.163
United States,USA,1997,-102.222
United States,USA,1998,39.42
United States,USA,1999,152.054
United States,USA,2000,-38.448
United States,USA,2001,-143.263
United States,USA,2002,176.132
United States,USA,2003,-16.338
United States,USA,2004,58.103
United States,USA,2005,-2.276
United States,USA,2006,110.545
United States,USA,2007,-19.181
United States,USA,2008,121.44
United States,USA,2009,95.196
United States,USA,2010,67.788
United States,USA,2011,181.974
United States,USA,2012,-117.935
United States,USA,2013,136.857
United States,USA,2014,56.141
United States,USA,2015,18.13
United States,USA,2016,205.06
United States,USA,2017,184.095
United States,USA,2018,44.249
United States,USA,2019,40.339
Uzbekistan,UZB,1986,-2.259
Uzbekistan,UZB,1987,5.978
Uzbekistan,UZB,1988,1.093
Uzbekistan,UZB,1989,-4.616
Uzbekistan,UZB,1990,3.183
Uzbekistan,UZB,1991,-1.714
Uzbekistan,UZB,1992,0.694
Uzbekistan,UZB,1993,2.992
Uzbekistan,UZB,1994,-0.561
Uzbekistan,UZB,1995,-2.689
Uzbekistan,UZB,1996,0.936
Uzbekistan,UZB,1997,-2.078
Uzbekistan,UZB,1998,-0.053
Uzbekistan,UZB,1999,-0.183
Uzbekistan,UZB,2000,0.519
Uzbekistan,UZB,2001,0.275
Uzbekistan,UZB,2002,0.356
Uzbekistan,UZB,2003,2.531
Uzbekistan,UZB,2004,-1.915
Uzbekistan,UZB,2005,0.917
Uzbekistan,UZB,2006,-2.858
Uzbekistan,UZB,2007,1.516
Uzbekistan,UZB,2008,-5.574
Uzbekistan,UZB,2009,5.431
Uzbekistan,UZB,2010,4.351
Uzbekistan,UZB,2011,-6.533
Uzbekistan,UZB,2012,1.542
Uzbekistan,UZB,2013,-0.316
Uzbekistan,UZB,2014,-0.312
Uzbekistan,UZB,2015,-0.51
Uzbekistan,UZB,2016,3.197
Uzbekistan,UZB,2017,2.643
Uzbekistan,UZB,2018,-6.409
Uzbekistan,UZB,2019,1.444
Venezuela,VEN,1966,0.072
Venezuela,VEN,1967,0.669
Venezuela,VEN,1968,3.089
Venezuela,VEN,1969,1.228
Venezuela,VEN,1970,2.539
Venezuela,VEN,1971,3.572
Venezuela,VEN,1972,1.75
Venezuela,VEN,1973,0.569
Venezuela,VEN,1974,4.117
Venezuela,VEN,1975,3.4
Venezuela,VEN,1976,4.575
Venezuela,VEN,1977,4.403
Venezuela,VEN,1978,0.192
Venezuela,VEN,1979,5.578
Venezuela,VEN,1980,0.964
Venezuela,VEN,1981,1.392
Venezuela,VEN,1982,2.017
Venezuela,VEN,1983,6.247
Venezuela,VEN,1984,6.056
Venezuela,VEN,1985,6.681
Venezuela,VEN,1986,6.975
Venezuela,VEN,1987,15.789
Venezuela,VEN,1988,9.333
Venezuela,VEN,1989,1.286
Venezuela,VEN,1990,6.436
Venezuela,VEN,1991,20.997
Venezuela,VEN,1992,7.581
Venezuela,VEN,1993,0.575
Venezuela,VEN,1994,10.572
Venezuela,VEN,1995,0.461
Venezuela,VEN,1996,6.658
Venezuela,VEN,1997,9.503
Venezuela,VEN,1998,1.819
Venezuela,VEN,1999,7.436
Venezuela,VEN,2000,6.35
Venezuela,VEN,2001,-7.882
Venezuela,VEN,2002,-3.563
Venezuela,VEN,2003,1.673
Venezuela,VEN,2004,24.783
Venezuela,VEN,2005,17.665
Venezuela,VEN,2006,10.256
Venezuela,VEN,2007,2.946
Venezuela,VEN,2008,8.34
Venezuela,VEN,2009,-3.705
Venezuela,VEN,2010,-25.309
Venezuela,VEN,2011,15.614
Venezuela,VEN,2012,-4.956
Venezuela,VEN,2013,3.006
Venezuela,VEN,2014,-13.13
Venezuela,VEN,2015,-14.718
Venezuela,VEN,2016,-30.517
Venezuela,VEN,2017,-6.92
Venezuela,VEN,2018,-6.609
Venezuela,VEN,2019,15.402
Vietnam,VNM,1966,0.139
Vietnam,VNM,1967,0.111
Vietnam,VNM,1968,0.139
Vietnam,VNM,1969,0.167
Vietnam,VNM,1970,0.167
Vietnam,VNM,1971,0.039
Vietnam,VNM,1972,-0.533
Vietnam,VNM,1973,-0.006
Vietnam,VNM,1974,0
Vietnam,VNM,1975,0.222
Vietnam,VNM,1976,0.158
Vietnam,VNM,1977,0.119
Vietnam,VNM,1978,0.556
Vietnam,VNM,1979,0.556
Vietnam,VNM,1980,1.356
Vietnam,VNM,1981,0.053
Vietnam,VNM,1982,0.147
Vietnam,VNM,1983,-0.936
Vietnam,VNM,1984,1.044
Vietnam,VNM,1985,-0.339
Vietnam,VNM,1986,-0.194
Vietnam,VNM,1987,-0.064
Vietnam,VNM,1988,1.131
Vietnam,VNM,1989,5.686
Vietnam,VNM,1990,4.253
Vietnam,VNM,1991,2.633
Vietnam,VNM,1992,2.531
Vietnam,VNM,1993,2.047
Vietnam,VNM,1994,3.55
Vietnam,VNM,1995,3.719
Vietnam,VNM,1996,3.961
Vietnam,VNM,1997,-0.975
Vietnam,VNM,1998,-1.561
Vietnam,VNM,1999,7.442
Vietnam,VNM,2000,2.158
Vietnam,VNM,2001,9.835
Vietnam,VNM,2002,-0.357
Vietnam,VNM,2003,1.827
Vietnam,VNM,2004,-3.491
Vietnam,VNM,2005,-3.622
Vietnam,VNM,2006,8.249
Vietnam,VNM,2007,6.948
Vietnam,VNM,2008,8.933
Vietnam,VNM,2009,10.095
Vietnam,VNM,2010,-4.198
Vietnam,VNM,2011,32.074
Vietnam,VNM,2012,30.857
Vietnam,VNM,2013,10.804
Vietnam,VNM,2014,10.174
Vietnam,VNM,2015,-13.277
Vietnam,VNM,2016,21.542
Vietnam,VNM,2017,55.979
Vietnam,VNM,2018,-11.569
Vietnam,VNM,2019,-37.115
World,OWID_WRL,1966,198.149
World,OWID_WRL,1967,79.664
World,OWID_WRL,1968,185.52
World,OWID_WRL,1969,203.507
World,OWID_WRL,1970,201.197
World,OWID_WRL,1971,237.314
World,OWID_WRL,1972,283.429
World,OWID_WRL,1973,200.871
World,OWID_WRL,1974,535.633
World,OWID_WRL,1975,337.216
World,OWID_WRL,1976,169.571
World,OWID_WRL,1977,434.764
World,OWID_WRL,1978,589.919
World,OWID_WRL,1979,302.978
World,OWID_WRL,1980,279.856
World,OWID_WRL,1981,471.798
World,OWID_WRL,1982,310.156
World,OWID_WRL,1983,569.89
World,OWID_WRL,1984,812.135
World,OWID_WRL,1985,762.668
World,OWID_WRL,1986,390.211
World,OWID_WRL,1987,481.244
World,OWID_WRL,1988,623.068
World,OWID_WRL,1989,153.47
World,OWID_WRL,1990,493.059
World,OWID_WRL,1991,427.567
World,OWID_WRL,1992,67.83
World,OWID_WRL,1993,588.721
World,OWID_WRL,1994,184.652
World,OWID_WRL,1995,651.981
World,OWID_WRL,1996,340.379
World,OWID_WRL,1997,123.839
World,OWID_WRL,1998,205.151
World,OWID_WRL,1999,350.913
World,OWID_WRL,2000,335.326
World,OWID_WRL,2001,-49.302
World,OWID_WRL,2002,249.76
World,OWID_WRL,2003,-178.112
World,OWID_WRL,2004,894.865
World,OWID_WRL,2005,320.714
World,OWID_WRL,2006,475.392
World,OWID_WRL,2007,143.264
World,OWID_WRL,2008,688.503
World,OWID_WRL,2009,88.326
World,OWID_WRL,2010,968.839
World,OWID_WRL,2011,165.061
World,OWID_WRL,2012,229.971
World,OWID_WRL,2013,871.275
World,OWID_WRL,2014,691.818
World,OWID_WRL,2015,536.407
World,OWID_WRL,2016,873.339
World,OWID_WRL,2017,921.007
World,OWID_WRL,2018,1092.753
World,OWID_WRL,2019,1174.696
